Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Day,Month,Lat,Lng
6-Nov-68,1968,Boating,SOUTH AFRICA,KwaZulu-Natal,Ramsgate,Fishing,M,22,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",N,,"90-kg ""blackfin"" shark",6,Nov,51.335545,1.419895
4-Nov-68,1968,Sea Disaster,PAPUA NEW GUINEA,Madang Province,,Wreck of the Storm King,Non-Disclosed,,Remains recovered days later from shark,Uncomfirmed,,Shark involvement prior to death was not confirmed,4,Nov,37.2256055,-95.7162018
2-Nov-68,1968,Provoked,AUSTRALIA,Western Australia,,UNKNOWN,M,16,Abrasion on shoulder Recorded as PROVOKED INCIDENT,N,15,Non-Disclosed,2,Nov,37.2256055,-95.7162018
29-Oct-68,1968,Provoked,BAHAMAS,UNKNOWN,,UNKNOWN,M,,Calf injured Recorded as PROVOKED INCIDENT,N,22,Non-Disclosed,29,Oct,37.2256055,-95.7162018
13-Oct-68,1968,Unprovoked,USA,Florida,"Egmont Key, Hillsborough County",Spearfishing using Scuba,M,,Swim fin bitten,N,,3 m [10'] bull shark,13,Oct,27.5884445,-82.7609645
10-Oct-68,1968,Sea Disaster,PHILIPPINES,Moro Gulf,,Sinking of the ferryboat Dumaguete ,Non-Disclosed,,Survived,N,,Non-Disclosed,10,Oct,37.2256055,-95.7162018
22-Sep-68,1968,Invalid,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,Non-Disclosed,,,Uncomfirmed,12,Shark involvement not confirmed,22,Sep,26.7753405,-80.0580969
15-Sep-68,1968,Unprovoked,NEW ZEALAND,South Island,Otago Harbor,Spearfishing,M,24,"FATAL, left leg bitten, femoral artery severed  ",Y,10,"White shark, 4.3 m [14'], (tooth fragment recovered)",15,Sep,-45.835975,170.6197341
24-Aug-68,1968,Unprovoked,USA,Florida,Half mile north of Juno Beach Pier,Playing with a frisbee in the shallows,Non-Disclosed,9,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",N,16,a small hammerhead shark,24,Aug,26.8930772,-80.0566595
21-Aug-68,1968,Unprovoked,USA,Florida,Okaloosa County,Standing,M,15,Leg & arm bitten,N,17,Non-Disclosed,21,Aug,30.5773401,-86.6611083
13-Aug-68,1968,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Swimming,M,12,Finger severed,N,,Non-Disclosed,13,Aug,-17.6509195,-149.4260421
11-Aug-68,1968,Unprovoked,MALAYSIA,Johor,Pulau Aur,Leaving the water,Non-Disclosed,41,Hand lacerated,N,8,Non-Disclosed,11,Aug,2.444152,104.5247463
8-Aug-68,1968,Unprovoked,COLUMBIA,Magdalena Department,"Makuaka Caño, Taganga",Dynamite fishing,M,18,Lacerations to head,N,10,2 m shark,8,Aug,11.26848,-74.1895755
27-Jul-68,1968,Unprovoked,USA,California,"Bodega Rock, Sonoma County",Free diving,M,25,Major injury to torso,N,11,"White shark, 4 m [13'] ",27,Jul,38.2960286,-123.0483351
23-Jul-68,1968,Unprovoked,USA,Florida,Florida Keys,Wading,M,33,Abrasions on lower leg,N,13,Non-Disclosed,23,Jul,25.0273356,-81.5357506
16-Jul-68,1968,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Spearfishing using Scuba,M,33,Swimfin & knee bitten,N,,4m [13'] shark,16,Jul,32.7400217,-79.9840762
10-Jul-68,1968,Unprovoked,BAHAMAS,Great Exuma Island,Children's Bay Cay near Rollerville,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,M,,"FATAL, taken by shark  ",Y,,Non-Disclosed,10,Jul,23.7435914,-76.063123
Jul-68,1968,Invalid,MEXICO,Baja California,,UNKNOWN,M,43,No injury,Uncomfirmed,,Not authenticated,,Jul,37.2256055,-95.7162018
25-Jun-68,1968,Unprovoked,BAHAMAS,Eleuthera,Spanish Wells ,Spearfishing,M,17,"Bumped shoulder, bit head",N,,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark ,25,Jun,25.5461164,-76.7711626
9-Jun-68,1968,Unprovoked,USA,Florida,"Mullet Key, Pinellas County",Clamming,M,17,Lacerations to lower right leg & andkle,N,9,Non-Disclosed,9,Jun,27.6191996,-82.7239891
Jun-68,1968,Unprovoked,ENGLAND,UNKNOWN,,UNKNOWN,M,,Arm severely lacerated,N,,Blue shark,,Jun,37.2256055,-95.7162018
18-May-68,1968,Invalid,TANZANIA,Mafia Island,,Schooner sank during a storm,Non-Disclosed,,"6 people rescued, 3 shark-scavenged bodies recovered, 14 people lost ",Uncomfirmed,,Shark involvement not confirmed,18,May,37.2256055,-95.7162018
May-68,1968,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,Standing,M,17,Lower leg severely lacerated,N,,Non-Disclosed,,May,37.2256055,-95.7162018
29-Apr-68,1968,Invalid,USA,Florida,"Fort Lauderdale, Broward County",Wading,M,63,Foot severely injured,Uncomfirmed,14,Shark involvement not confirmed,29,Apr,26.1224386,-80.1373174
20-Apr-68,1968,Unprovoked,USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",UNKNOWN,M,10,"Buttock, both legs & arm bitten",N,12,2.7 m [9'] silky shark,20,Apr,26.7781183,-80.0355962
15-Apr-68,1968,Unprovoked,AUSTRALIA,New South Wales,South Coast,"Diving. Shark swallowed his hand, so he threw his other around the shark and went shark-back riding for 30 yards until the shark opened its jaws",M,21,Hand lacerated,N,,"Bronze whaler shark, 1.8 m [6'] ",15,Apr,30.6695251,-88.2086181
Reported 11-Apr-1968,1968,Unprovoked,PAPUA NEW GUINEA,Gulf Province,Orokolo Bay,Swimming,M,7,FATAL Laceration to chest,Y,,Non-Disclosed,11,Apr,,
7-Apr-68,1968,Provoked,AUSTRALIA,New South Wales,Stockton Bight,UNKNOWN,M,47,Foot lacerated Recorded as PROVOKED INCIDENT,N,,"""Blue whaler"" (Galeolamna)",7,Apr,-32.8054122,151.9608991
25-Mar-68,1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Wading & pushing dinghy toward  the shallows,M,35,Left thigh lacerated,N,,1.5 m to 1.8m [5' to 6'] shark,25,Mar,-28.7807276,32.0382856
10-Mar-68,1968,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Surfing,M,20,Foot lacerated,N,,Non-Disclosed,10,Mar,27.2544906,-80.2297697
Mar-68,1968,Invalid,USA,Florida,Florida Keys,Treading water,M,28,No injury,Uncomfirmed,,Invalid,,Mar,25.0273356,-81.5357506
26-Feb-68,1968,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,17,Foot lacerated,N,13,Non-Disclosed,26,Feb,26.6514503,-80.2767327
20-Feb-68,1968,Unprovoked,AUSTRALIA,Western Australia,Swan River,Swimming,F,14,Thigh lacerated,N,,Non-Disclosed,20,Feb,29.9674318,-90.0906092
18-Feb-68,1968,Provoked,NEW ZEALAND,North Island,"Pilot Bay, Mt Maunganui ",Picking up shark by the tail,F,,Wrist bitten PROVOKED INCIDENT,N,,3' shark,18,Feb,-37.6344941,176.1770411
4-Feb-68,1968,Unprovoked,AUSTRALIA,South Australia,Cape Jervis,Spearfishing,M,26,"No injury, speargun bitten",N,18,"Bronze whaler shark, 3 m [10'] ",4,Feb,-35.6061701,138.1154046
2-Feb-68,1968,Unprovoked,AUSTRALIA,New South Wales,Brunswick Heads,UNKNOWN,Non-Disclosed,,Survived,N,,Non-Disclosed,2,Feb,-28.5557919,153.5436394
Feb-68,1968,Unprovoked,MOZAMBIQUE,UNKNOWN,,Diving,Non-Disclosed,24,No injury,N,,Non-Disclosed,,Feb,37.2256055,-95.7162018
17-Jan-68,1968,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Finschafen,Swimming,Non-Disclosed,13,FATAL,Y,17,Non-Disclosed,17,Jan,-6.598434,147.853302
1968,1968,Unprovoked,COSTA RICA,Limón Province,Parismina,Swimming after his canoe capsized,M,,FATAL,Y,,Non-Disclosed,,,10.3011648,-83.3495507
1968,1968,Invalid,USA,Florida,"Key West, Monroe County",Diving,Non-Disclosed,,"Recovered, said to involve a 1m nurse shark",Uncomfirmed,13,Questionable incident,,,24.5550593,-81.7799871
1968,1968,Invalid,USA,Florida,"Jensen Beach, Martin County",Surfing,Non-Disclosed,,,Uncomfirmed,17,Questionable incident,,,27.2544906,-80.2297697
30-Dec-67,1967,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,22,Right ankle & foot bitten,N,14,1.5 m to 1.8 m [5' to 6'] shark,30,Dec,-34.1747356,22.0834066
Reported 21-Dec-1967,1967,Invalid,PAPUA NEW GUINEA,Central Province,Port Moresby,Spearfishing,M,32,No injury,Uncomfirmed,,Questionable incident,21,Dec,-9.4438004,147.1802671
18-Dec-67,1967,Unprovoked,FIJI,UNKNOWN,,UNKNOWN,M,27,Arm lacerated,N,9,Non-Disclosed,18,Dec,37.2256055,-95.7162018
17-Dec-67,1967,Unprovoked,AUSTRALIA,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",Swimming,M,59,"FATAL, presumed taken by a shark, body not recovered",Y,,Non-Disclosed,17,Dec,-38.3136027,144.6676667
14-Dec-67,1967,Provoked,USA,UNKNOWN,,UNKNOWN,M,,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",N,,Non-Disclosed,14,Dec,37.2256055,-95.7162018
30-Nov-67,1967,Provoked,AUSTRALIA,New South Wales,Wollongong,Freediving,M,15,Recorded as PROVOKED INCIDENT,N,,Grey nurse shark,30,Nov,-34.4278121,150.8930607
30-Nov-67,1967,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,UNKNOWN,M,18,Arm lacerated,N,,Grey nurse shark,30,Nov,-28,153.416667
15-Nov-67,1967,Provoked,FIJI,UNKNOWN,,Freediving,M,21,Hand lacerated by speared shark PROVOKED INCIDENT,N,,Non-Disclosed,15,Nov,37.2256055,-95.7162018
4-Nov-67,1967,Sea Disaster,PHILIPPINES,Rombion Province,Off Sibuyan Island,Sinking of the M/V Mindoro during a typhoon,Non-Disclosed,,Passengers taken by sharks,Y,,Non-Disclosed,4,Nov,12.4127596,122.5598994
Nov-67,1967,Invalid,SOUTH AFRICA,KwaZulu-Natal,Brighton Beach,UNKNOWN,F,,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger sharks gut ",Uncomfirmed,,Shark involvement prior to death was not confirmed,,Nov,40.5780706,-73.9596565
Reported 26-Oct-1967,1967,Unprovoked,MEXICO,Veracruz,Veracruz,Swimming,Non-Disclosed,,FATAL,Y,,Non-Disclosed,26,Oct,19.173773,-96.1342241
17-Oct-67,1967,Unprovoked,USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",Standing on sandbar,M,19,Left foot bitten,N,16,small blacktip shark,17,Oct,26.824641,-80.04404
Oct-67,1967,Unprovoked,TONGA,UNKNOWN,,Swimming,M,17,Arm & leg bitten,N,,Non-Disclosed,,Oct,37.2256055,-95.7162018
20-Sep-67,1967,Invalid,USA,Hawaii,"Kailua Bay, O'ahu",Boat capsized between O'ahu & Molokai,M,,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,Uncomfirmed,,Shark involvement prior to death was not confirmed,20,Sep,21.4106838,-157.7347735
13-Sep-67,1967,Provoked,ITALY,Brindisi Province,Brindisi,Scuba diving,M,21,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",Uncomfirmed,,2 m shark,13,Sep,40.6327278,17.9417616
7-Sep-67,1967,Provoked,PAPUA NEW GUINEA,New Ireland Province,,Diving,Non-Disclosed,,"No details, listed as PROVOKED INCIDENT",Uncomfirmed,,Non-Disclosed,7,Sep,37.2256055,-95.7162018
7-Sep-67,1967,Unprovoked,USA,Florida,"Key West, Monroe County",Spearfishing,Non-Disclosed,,Survived,N,14,Non-Disclosed,7,Sep,24.5550593,-81.7799871
6-Sep-67,1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Lambom Island,Spearfishing,M,,FATAL,Y,,Non-Disclosed,6,Sep,-4.7954464,152.8470542
1-Sep-67,1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambon Island",Spearfishing,M,23,FATAL,Y,,3.7 m [12'] shark,1,Sep,,
27-Aug-67,1967,Provoked,USA,California,Ventura,Pulling shark from the water,M,24,Nipped on shoulder by captive shark PROVOKED INCIDENT,N,14,5' blue shark,27,Aug,34.2804923,-119.2945199
26-Aug-67,1967,Unprovoked,JAPAN,Kagawa Prefecture,Sakaide,UNKNOWN,M,19,FATAL,Y,14,Non-Disclosed,26,Aug,34.316426,133.8604948
25-Aug-67,1967,Unprovoked,ITALY,Liguria," Marinella Sarzana, La Spezia ",Spearfishing on Scuba,M,,Minor injuries to face & forearm,N,,Non-Disclosed,25,Aug,44.0491092,10.0113296
19-Aug-67,1967,Unprovoked,AUSTRALIA,Western Australia,Jurien Bay,"Spearfishing, dived to pick up a float line",M,23,"FATAL, ""bitten in two""",Y,11,White shark,19,Aug,-30.2938314,115.1177654
15-Aug-67,1967,Unprovoked,BERMUDA,Hamilton,Hamilton,Floating,F,19,Right foot abraded & lacerated,N,16,Non-Disclosed,15,Aug,37.9426096,-96.195132
Reported 14-Aug-1967,1967,Unprovoked,COLUMBIA,UNKNOWN,,UNKNOWN,M,,3 fingers were bitten by a shark,N,,Non-Disclosed,14,Aug,37.2256055,-95.7162018
10-Aug-67,1967,Invalid,AUSTRALIA,New South Wales,Jervis Bay,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),M,19,"Disappeared, no trace of men or equipment, shark attack considered",Uncomfirmed,,Shark involvement prior to death was not confirmed,10,Aug,-35.0480805,150.7446771
7-Aug-67,1967,Unprovoked,USA,Florida,Near Key West,Spearfishing,M,15,Shark grasped thigh,N,14,"Nurse shark, 106 cm, 28-lb, male ",7,Aug,24.5550593,-81.7799871
Aug-67,1967,Unprovoked,BAHAMAS,Out Islands,Andros Island,Photographing sharks underwater using Scuba,M,41,"No injury, shark struck camera",N,,1.5 m to 1.8 m [5' to 6'] sandbar shark,,Aug,24.7063805,-78.0195387
Aug-67,1967,Unprovoked,SENEGAL,Cap-Vert Peninsula,Hann,Beach seine netting,M,,Ankle bitten,N,4,1.8 m shark,,Aug,41.7419055,-87.7997019
29-Jul-67,1967,Unprovoked,USA,Florida,Florida Keys,Snorkeling,M,20,Foot lacerated,N,,Non-Disclosed,29,Jul,25.0273356,-81.5357506
5-Jul-67,1967,Unprovoked,TURKEY,Mugla Province,Kucukada Island,Spearfishing,M,36,FATAL,Y,13,Non-Disclosed,5,Jul,44.3426381,-75.9248733
Jul-67,1967,Invalid,USA,South Carolina,,Surfing,M,18,Incident not confirmed,Uncomfirmed,16,Questionable incident,,Jul,37.2256055,-95.7162018
13-Jun-67,1967,Provoked,USA,Florida,"Key West, Monroe County",Spearfishing,M,26,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",N,17,"Nurse shark, 1 m ",13,Jun,24.5550593,-81.7799871
Jun-67,1967,Provoked,ITALY,Sicily,Stretto di Messina,Fishing boat,M,,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",N,,"White shark, 4 to 5 m [13' to 16.5'] ",,Jun,,
13 or 30-May-1967,1967,Provoked,AUSTRALIA,South Australia,Outer Harbor,UNKNOWN,M,30,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,N,,Bronze whaler shark,30,May,42.87052,-78.882672
9-May-67,1967,Provoked,AUSTRALIA,UNKNOWN,Aquarium,Feeding a shark,M,22,Recorded as PROVOKED INCIDENT,N,,Grey nurse shark,9,May,36.0198841,-95.9570456
Apr-67,1967,Provoked,UNITED KINGDOM,Gibraltar,,Fishing,M,60,Tooth knocked out by hooked shark PROVOKED INCIDENT,N,,Non-Disclosed,,Apr,37.2256055,-95.7162018
20-Mar-67,1967,Provoked,NEW ZEALAND,North Island,Leigh,Freediving,M,21,Abrasions to lower leg Recorded as PROVOKED INCIDENT,N,,Non-Disclosed,20,Mar,37.242019,-121.921508
19-Mar-67,1967,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,Spearfishing,M,32,"Punctures in right buttock & thigh, abrasion on right forearm",N,6,"White shark, 3 m [10'] ",19,Mar,20.5071703,-86.9446237
12-Mar-67,1967,Provoked,AUSTRALIA,Victoria,Geelong,Spearfishing,M,36,Speared shark lacerated his arm PROVOKED INCIDENT,N,15,Grey nurse shark,12,Mar,-38.1499181,144.3617186
10-Mar-67,1967,Invalid,AUSTRALIA,New South Wales,"Dover Heights, Sydney",Vehicle plunged over cliff into the water,Non-Disclosed,,"Fatal or scavenging by ""a pack of sharks""",Uncomfirmed,,Shark involvement prior to death was not confirmed,10,Mar,-33.87185,151.27837
9-Mar-67,1967,Unprovoked,NEW ZEALAND,South Island,St. Kilda Beach,Lifesaving drill,M,21,"FATAL, seen taken by a shark ",Y,19,Thought to involve a white shark,9,Mar,-37.8678765,144.9740049
1-Mar-67,1967,Unprovoked,PAPUA NEW GUINEA,New Britain,"Barawon Beach, near Rabaul",UNKNOWN,M,14,Leg bitten,N,,3.7 m [12'] shark,1,Mar,-4.1999648,152.1644612
6-Feb-67,1967,Sea Disaster,MEXICO,Veracruz,Cabo Rojo,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,M,,FATAL,Y,14,Non-Disclosed,6,Feb,18.0875347,-67.1469964
27-Jan-67,1967,Boating,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing for rock lobster,Non-Disclosed,,"Holed & sank boat, 1 man flung into water but ignored by the shark",N,,White shark or thresher shark,27,Jan,-33.719294,18.4543113
22-Jan-67,1967,Provoked,SOUTH AFRICA,Western Cape Province,Whittle Rock False Bay,Spearfishing Competition,M,,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",N,,2.1 m [7'] sandtiger shark,22,Jan,-34.25,18.55
21-Jan-67,1967,Unprovoked,MOZAMBIQUE,Bay of Maputo,Xefina Island,Swimming in the channel,M,31,Right leg severely lacerated,N,,Non-Disclosed,21,Jan,-25.839167,32.716111
6-Jan-67,1967,Provoked,AUSTRALIA,Victoria,Goolwa,Splashing,M,15,Foot bitten when he kicked shark PROVOKED INCIDENT,N,,"""sand shark""",6,Jan,-35.4980286,138.7783094
31-Dec-66,1966,Unprovoked,AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,30,"6"" laceration to left forearm ",N,,2.1 m [7'] shark,31,Dec,-41.692976,148.295517
27-Dec-66,1966,Provoked,AUSTRALIA,New South Wales,South West Rocks,Spearfishing,M,29,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,N,,"Grey nurse shark, 1.5 m [5'] ",27,Dec,-30.884167,153.040278
27-Dec-66,1966,Unprovoked,AUSTRALIA,New South Wales,Trial Bay,Spearfishing,M,19,Right hand lacerated,N,,"Grey nurse shark, 1.5 m [5']",27,Dec,-30.8771778,153.0702059
26-Dec-66,1966,Unprovoked,SINGAPORE,UNKNOWN,Singapore,Wading,M,39,Thigh bitten,N,,Non-Disclosed,26,Dec,1.352083,103.819836
26-Dec-66,1966,Unprovoked,AUSTRALIA,New South Wales,Coogee,Spearfishing,M,29,Right leg bitten,N,,1.8 m [6'] shark,26,Dec,-33.919,151.2555
14-Nov-66,1966,Unprovoked,THAILAND,UNKNOWN,,UNKNOWN,Non-Disclosed,28,No details,Uncomfirmed,,Non-Disclosed,14,Nov,37.2256055,-95.7162018
Early Nov-1966,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,9,FATAL,Y,,3.7 m [12'] shark,,,37.2256055,-95.7162018
30-Oct-66,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,F,13,FATAL,Y,,3.7 m [12'] shark,30,Oct,,
19-Oct-66,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",Bathing,F,8,FATAL,Y,9,3.7 m [12'] shark,19,Oct,32.7706526,-117.2514447
27-Sep-66,1966,Unprovoked,AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef","Free diving, carrying speargun",M,32,Shoulder lacerated,N,16,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",27,Sep,,
19-Sep-66,1966,Provoked,USA,Hawaii,50 miles NE of Honolulu,Fishing,M,20,Left elbow or hand bitten PROVOKED INCIDENT,N,,Non-Disclosed,19,Sep,21.3069444,-157.8583333
18-Sep-66,1966,Invalid,AUSTRALIA,Western Australia,"Little Beach Reef, Bremer Bay",Spearfishing,M,," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",Uncomfirmed,,Invalid,18,Sep,-34.4650904,119.0936263
13-Sep-66,1966,Provoked,AUSTRALIA,Western Australia,Albany,Spearfishing,M,,Involved a speared shark but no other details PROVOKED INCIDENT,Uncomfirmed,,Non-Disclosed,13,Sep,42.6525793,-73.7562317
10-Sep-66,1966,Unprovoked,AUSTRALIA,Western Australia,Roe Reef off Rottnest Island,Spearfishing,M,43,No injury,N,12,"Mako shark, 1.9 m [6.5'] ",10,Sep,-31.9791667,115.5333333
8-Sep-66,1966,Provoked,USA,Florida,"Florida Keys, Monroe County",Hunting crayfish ,M,14,Abdomen abraded when he seized shark PROVOKED INCIDENT,N,,"Nurse shark, 2.5' ",8,Sep,25.0273356,-81.5357506
Sep-66,1966,Invalid,BAHAMAS,Bimini Islands,Tongue of the Ocean,Diving / UW photography,M,,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",Uncomfirmed,,Invalid,,Sep,24.8975,-77.6919444
28-Aug-66,1966,Boating,AUSTRALIA,Northern Territory,Darwin Harbour,UNKNOWN,M,,"No injury to occupant. Shark struck vessel, jamming centreboard",N,,Non-Disclosed,28,Aug,-12.5076109,130.858978
27-Aug-66,1966,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Netting sharks,M,,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water ",Uncomfirmed,,Invalid,27,Aug,-29.8586804,31.0218404
27-Aug-66,1966,Unprovoked,BAHAMAS,Bimini Islands,,Snorkeling,F,18,"Survived, no details",N,17,Non-Disclosed,27,Aug,37.2256055,-95.7162018
23-Aug-66,1966,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,F,13,FATAL,Y,,A pack of 6 sharks,23,Aug,-4.1999648,152.1644612
23-Aug-66,1966,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Diving into water,F,9,FATAL,Y,,A pack of 6 sharks,23,Aug,-4.1999648,152.1644612
16-Aug-66,1966,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Bakar,Swimming,M,33,FATAL,Y,,White shark,16,Aug,40.623792,-73.9646942
14-Aug-66,1966,Unprovoked,TAIWAN,UNKNOWN,Ye Leow,Lobster diving using Scuba,M,,"No injury, but shark struck his calf",N,17,1.5 m to 2.1 m  [5' to 7'] shark,14,Aug,,
13-Aug-66,1966,Unprovoked,ITALY,Taranto province,"Pulsano, near Taranto",Attacked shark with fists,M,21,Arm lacerated,N,,"""small shark""",13,Aug,40.3845816,17.3546596
Mid Aug-1966,1966,Invalid,USA,Delaware,Fenwick Island,Spearfishing on Scuba,M,26,"No attack, no injury, shark took speared fish & approached diver closely ",Uncomfirmed,17,Invalid,,,38.4623346,-75.0512922
Aug-66,1966,Unprovoked,USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Wading,M,8,"No injury, mother lifted him from the water",N,15,Spinner or blacktip sharks,,Aug,26.7835671,-80.0328831
31-Jul-66,1966,Unprovoked,USA,Texas,"South Jetty, Galveston",Diving for sand dollars,M,16,Dorsum of right foot grazed,N,,Lemon shark or sandtiger shark,31,Jul,29.2853475,-94.807288
19-Jul-66,1966,Provoked,USA,South Carolina,"Folly Beach, Charleston County",Killing a shark,M,34,"Arm bitten, PROVOKED INCIDENT",N,18,4' shark,19,Jul,32.6551798,-79.9403673
17-Jul-66,1966,Unprovoked,USA,Texas,"Point Comfort, Calhoun County",Fishing,M,14,Lacerations to right foot,N,15,Non-Disclosed,17,Jul,28.6797169,-96.5602537
17-Jul-66,1966,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,20,"FATAL, left leg severed",Y,,Non-Disclosed,17,Jul,25.2843158,121.5172017
14-Jul-66,1966,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Swimming,F,25,FATAL,Y,,Non-Disclosed,14,Jul,-2.0941169,146.8760951
3-Jul-66,1966,Invalid,USA,Florida,"Key Biscayne, Miami, Dade County",Free diving,M,46,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,Uncomfirmed,7,Invalid,3,Jul,25.693713,-80.1628248
2-Jul-66,1966,Boating,CARIBBEAN SEA,UNKNOWN,Between USA & Cuba,UNKNOWN,Non-Disclosed,,"No injury to occupants, sharks bit chunks from boat",N,,Non-Disclosed,2,Jul,33.8176113,-83.8074003
22-Jun-66,1966,Provoked,USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Clamming,M,15,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N,16,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",22,Jun,39.4414725,-74.4379073
11-Jun-66,1966,Provoked,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,M,18,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N,9,1.2 m [4'] hammerhead shark,11,Jun,26.1224386,-80.1373174
4-Jun-66,1966,Unprovoked,USA,Texas,Bolivar Peninsula,Swimming,M,18,Punctures on  thigh & buttock,N,17,a small shark,4,Jun,29.4782878,-94.5799145
2-Jun-66,1966,Provoked,FRENCH POLYNESIA,Society Islands,Tahiti,Fishing,M,,Arm lacerated by netted shark PROVOKED INCIDENT,N,,Non-Disclosed,2,Jun,-17.6509195,-149.4260421
20-May-66,1966,Sea Disaster,AUSTRALIA,New South Wales,Jervis Bay,Sinking of the dredge World Atlas,M,40,FATAL,Y,,Non-Disclosed,20,May,-35.0480805,150.7446771
20-May-66,1966,Unprovoked,AUSTRALIA,New South Wales, Bellingen,Fishing,M,,Foot bitten,N,1,1.8 m [6'] shark,20,May,-30.4522423,152.8979566
20-May-66,1966,Sea Disaster,AUSTRALIA,UNKNOWN,7 miles offshore on east coast of Australia,Shipwreck,M,38,"FATAL, other human remains bitten by sharks, 13 people missing",Y,,Believed white shark and other smaller species of sharks involved.,20,May,,
16-May-66,1966,Invalid,USA,Florida,"Fernandina Beach, Nassau County",Spearfishing / Scuba diving,M,24,"White shark, 3.7 m [12']  made threat display. No injury, no attack",Uncomfirmed,14,Invalid,16,May,30.6696818,-81.4625919
16-May-66,1966,Sea Disaster,PHILIPPINES,UNKNOWN,Off Cebu,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,M,,130 perished; 136 survived  including a man whose foot was severed by a shark,Y,,Non-Disclosed,16,May,10.3156992,123.8854366
8-Apr-66,1966,Unprovoked,USA,Puerto Rico,,Swimming,M,25,Foot lacerated,N,16,Non-Disclosed,8,Apr,37.2256055,-95.7162018
Apr-66,1966,Sea Disaster,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Overturned skiff,M,,Survived,N,,Non-Disclosed,,Apr,-33.9930374,151.175278
